ID,Label,Text,Selected_Text,Selected_Text_Sentiment,Time_of_Post,User_Age,Population,Land_Size,Population_Density
8910,0,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,neutral,20,31,786552,196850,4
8911,0,virus hunting on computer - always wondering what it will destroy,virus hunting on computer - always wondering what it will destroy,negative,9,48,11402528,27560,414
8912,1,"All right, time for happy face.",happy,positive,13,70,801,0,2003
8913,1, i`m not worried -it`s a great job!! Quite a nice way to spend the day,great,positive,20,99,9904607,111890,89
8914,0,_Hayes I`m at sharkeez!,_Hayes I`m at sharkeez!,neutral,6,10,9660351,90530,107
8915,0, He`s my mother`s favorite. It was so hard telling her.,He`s my mother`s favorite. It was so hard telling her.,neutral,15,26,341243,100250,3
8916,0,"Started the week with a wedding, now ending the week with a funeral","Started the week with a wedding, now ending the week with a funeral",neutral,18,41,1380004385,2973190,464
8917,0," Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****","Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****",neutral,6,58,273523615,1811570,151
8918,1," Hi Denis, when can we grab coffee?   would love to catch up with you.  Jordan",would love to catch up with yo,positive,16,66,83992949,1630000,52
8919,1,Goodnight everyone  Happy Mothers Day to all of the mothers out there,Goodnight everyone  Happy Mothers Day to all of the mothers out there,positive,22,82,40222493,434320,93
8920,0,was late,late,negative,6,16,4937786,68890,72
8921,1,just got home from the show opening.  fantastic. thanks to everyone who came out,fantastic.,positive,16,27,8655535,21640,400
8922,0," Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!","Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!",neutral,23,36,60461826,294140,206
8923,0, Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral,6,57,2961167,10830,273
8924,1, Go the bubble bath!!!  Always relaxing.......,s relaxing,positive,12,68,126476461,364555,347
8925,0,_y time really flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,time really flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,neutral,23,76,10203134,88780,115
8926,1," I wanna play with you tonight  *pout, pout side face*",play,positive,6,10,18776707,2699700,7
8927,1,YAY jack won. but downer i`ve just remembered its friday meaning i have work tomorrow,YAY,positive,12,21,53771296,569140,94
8928,0, yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,neutral,19,44,119449,810,147
8929,0, http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,jealous,negative,10,55,4270571,17820,240
8930,0,backache,backache,negative,13,69,6524195,191800,34
8931,0,_sb I swear mine was evil  it was green and everything LOL,_sb I swear mine was evil  it was green and everything LOL,neutral,19,93,7275560,230800,32
8932,0, i did and i feel great....   but i still miss it...,ll mis,negative,9,12,1886198,62200,30
8933,1, I was in there earlier I`m not at home  I`m ok my iPod!,I`m ok my iPod!,positive,17,24,6825445,10230,667
8934,1," No, nothing so important. I just like it to look like that. It`s an old hairstype actually",like,positive,23,39,2142249,30360,71
8935,0, this is a travesty,this is a travesty,negative,8,53,5057681,96320,53
8936,0,omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catcher,omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catche,negative,13,61,6871292,1759540,4
8937,0, cause i wasn`t there!,cause i wasn`t there!,neutral,19,97,38128,160,238
8938,0,"OMG. Missed bus, walking miles, for a coffee  Went to see my ex-classmates","Missed bus, walking miles,",negative,11,18,2722289,62700,43
8939,1,"Just got home, no rosie surprise of smiles hugs & kisses waiting for me.","Just got home, no rosie surprise of smiles hugs & kisses waiting for me.",positive,17,27,625978,2590,242
8940,0,on my way home from ny...then sleeping,on my way home from ny...then sleeping,neutral,20,34,27691018,581795,48
8941,0,"Also, anyone else hayfevery today??? I`ve only been awake for 40mins and sufferin already",sufferin already,negative,9,46,19129952,94280,203
8942,0,funeral at 2.  today is going to be bad.,funeral at 2.  today is going to be bad.,negative,13,61,32365999,328550,99
8943,0,NO! Our TV`s busted  The screen turned white for about a nanosecond while it made a quick 'popping' sound.,busted,negative,21,85,540544,300,1802
8944,1, i wishhh!,i wishhh!,positive,7,18,20250833,1220190,17
8945,1,"  Morning, hope you have a super day...enjoy !",", hope",positive,17,30,441543,320,1380
8946,1,Yes we Can  make it ......Obama,Yes we Can  make it,positive,21,35,59190,180,329
8947,0," Sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us","Sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us",neutral,7,59,4649658,1030700,5
8948,0,  yea dongggg,yea dongggg,neutral,15,69,1271768,2030,626
8949,0,"Just been bitten by SmoothStreaming, it doesn`t seem to work for my client`s linux users...fan-fricking-tastic",doesn`t seem to work,negative,22,81,128932753,1943950,66
8950,0,Another Qi about to start....I`ll be missing the next 4,missing,negative,7,13,115023,700,164
8951,1,I forgot I have lumpia and pancit in my fridge from last night! Yay,Yay,positive,16,28,4033963,32850,123
8952,0, nah is next week honey ma fault for confusin u,nah is next week honey ma fault for confusin u,negative,20,42,39242,1,26337
8953,1, understandable. yah i leave on monday! I`ll be gone when you`re in chi,understandable.,positive,11,56,3278290,1553560,2
8954,0,Woke up early! Still sick,Woke up early! Still sick,negative,17,65,628066,13450,47
8955,0,oooh yeaah fooood time I`ve found my seat at this bbq right in front of the food  hahaa,oooh yeaah fooood time I`ve found my seat at this bbq right in front of the food  hahaa,neutral,23,71,36910560,446300,83
8956,1,"Happy Mother`s Day, amma!  I made u cake, remember? U loved it!","Happy Mother`s Day, amma!  I made u cake, remember? U loved it!",positive,10,18,31255435,786380,40
8957,0, LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,neutral,13,28,54409800,653290,83
8958,0, oooh im sorry to late i smashed it,sorry,negative,19,38,2540905,823000,3
8959,1,Going to school =[ I`m actually not so tired today tho,not so tired today,positive,11,46,10824,20,541
8960,0,My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh,quite miffed tbh,negative,16,70,29136808,143350,203
8961,0, His beard is addressed in this week`s LOLs.,His beard is addressed in this week`s LOLs.,neutral,21,98,17134872,33720,508
8962,0,Looking for a vibrating phone is like trying to find 'a feeling.',Looking for a vibrating phone is like trying to find 'a feeling.',neutral,11,19,4822233,263310,18
8963,0, rat run steve irwin way to avoid long delays on bruce highway,long delays,negative,17,24,6624554,120340,55
8964,0, Your not alone im gutted i missed the convention too!,gutted,negative,21,34,24206644,1266700,19
8965,0, pebbles thrown at windows should get *someones* attention,pebbles thrown at windows should get *someones* attention,neutral,7,57,206139589,910770,226
8966,0,back to Roseburg...and an empty apartment,back to Roseburg...and an empty apartment,neutral,12,66,25778816,120410,214
8967,0,  i think my niece got me sickee  lame.,e sickee,negative,22,74,2083374,25220,83
8968,0, probably not. I hate when that happens!,hate,negative,7,20,5421241,365000,15
8969,0,so instead of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,fml,negative,16,25,5106626,309500,16
8970,0,I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,neutral,18,42,220892340,770880,287
8971,1, grrrrri want you to come  kiss justice for me !!!,grrrrri want you to come  kiss justice for me !!!,positive,9,46,18094,460,39
8972,0,http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,I have a real sleeping disorder,negative,16,68,5101414,6020,847
8973,1," **Jaw Drops** **Gasp** Whatever do u mean? I`m as sweet as pie  Allow me to re-introduce myself, I`m Coach & I`m a Cancer & u?",sweet,positive,20,75,4314767,74340,58
8974,0,just installed youtube downloader  anyone knows how to make a trailer out of videos??,just installed youtube downloader  anyone knows how to make a trailer out of videos??,neutral,8,19,8947024,452860,20
8975,0, way i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,way i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,neutral,13,22,7132538,397300,18
8976,0, aww I miss u too! Haven`t ate,miss,negative,20,44,32971854,1280000,26
8977,1,"OK, a few days old, but I love `s diagram of the mainstream adoption curve http://is.gd/ufIg . 'Everyone is doing it'   ...  !",I love `s diagram of the mainstream adoption curve,positive,7,49,109581078,298170,368
8978,0,A- on my french paper.,A- on my french paper.,neutral,14,63,37846611,306000,124
8979,0," im kinda tired enough to sleep, but 'Migrate' has got me up singing along, haha",tired,negative,19,86,10196709,91590,111
8980,0,wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,neutral,6,17,2881053,11610,248
8981,0,I want to change my twitter name but I can`t think of anything,I want to change my twitter name but I can`t think of anything,neutral,16,30,19237691,230170,84
8982,0, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,worry,negative,19,31,145934462,16376870,9
8983,0,It looks like it might rain,It looks like it might rain,neutral,9,57,12952218,24670,525
8984,0,food...food...FOOD!,food...food...FOOD!,neutral,13,69,53199,260,205
8985,1,super duber high! this klondike bar is thee business.,super duber high!,positive,18,81,183627,610,301
8986,0," i didn`t hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",im sorry,negative,11,18,110940,390,284
8987,0, bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin go,neutral,17,24,198414,2830,70
8988,0, I called but you didnt answer,I called but you didnt answer,neutral,21,35,33931,60,566
8989,1,says gud eve guys.. lets play poker yeah!! cant read my poker face  http://plurk.com/p/sw4yq,says gud eve guys..,positive,9,49,219159,960,228
8990,1, ooooh it`s you lol I didn`t know!! Have fun with your princess,Have fun with your princess,positive,17,60,34813871,2149690,16
8991,0,Did you guys figure out Saturday? I really wanted to go but my mom is sick so I have to take her to the hospital in Tampa,my mom is sick so,negative,19,99,16743927,192530,87
8992,0, yeah I need a hug...cuz I am sick..,I am sick..,negative,9,19,8737371,87460,100
8993,0, i`m here,i`m here,neutral,14,28,98347,460,214
8994,0,r   that squeeze bacon looks like poop,r   that squeeze bacon looks like poop,neutral,18,38,7976983,72180,111
8995,0,'Stop your twittering' - Maryland cookies #bgt,'Stop your twittering' - Maryland cookies #bgt,neutral,7,57,5850342,700,8358
8996,0,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,sukks,negative,16,63,5459642,48088,114
8997,0,I soooo need to catch up on all this NEW  stuff!! Going to the airport to fly home from VEGAS,I soooo need to catch up on all this NEW  stuff!! Going to the airport to fly home from VEGAS,neutral,18,87,2078938,20140,103
